id,game_name,song_name,is_4/4,time_signature_count,valid_tracks,unique_valid_tracks
169,Arcana,Title-Screen.mid,TRUE,1,1,1
170,Arcana,arcana_title.mid,TRUE,1,3,1
172,Ardy Lightfoot,ardy_lightfoot_-_lumberjack_forest.mid,TRUE,0,4,3
173,Ardy Lightfoot,Victory_Fanfare.mid,TRUE,0,4,3
174,Arkanoid Doh It Again,snesArkBoss.mid,TRUE,1,5,4
175,Arkanoid Doh It Again,snesArk2P_Vs.mid,TRUE,1,4,3
177,Arkanoid Doh It Again,snesArkGameover.mid,TRUE,1,2,2
179,Arkanoid Doh It Again,snesArkPrologue.mid,TRUE,1,6,4
180,Arkanoid Doh It Again,snesArkStartlevel.mid,TRUE,1,4,3
181,Arkanoid Doh It Again,Arkanoid_Doh_It_Again_start_stage_Joel.mid,TRUE,1,4,3
182,Arkanoid Doh It Again,snesArkStory.mid,TRUE,1,7,3
183,Art Of Fighting 2,AOF2Lee12.mid,TRUE,1,0,0
184,Asterix & Obelix,Obelix_04_Countryside_SwissFrontier.mid,TRUE,0,17,3
185,Axelay,COLONY.mid,TRUE,0,1,1
186,Axelay,Axelay_mix.mid,TRUE,1,10,4
187,Axelay,Axelay_mix_sc.mid,TRUE,1,11,4
188,Axelay,axelay.mid,TRUE,1,4,3
189,Axelay,Axelay_complete.mid,TRUE,1,7,4
190,Axelay,Axelay_complete_sc.mid,TRUE,1,8,4
192,Axelay,axelay_stg6a.mid,TRUE,1,12,4
193,Axelay,Axestg6a.mid,TRUE,1,8,4
195,Axelay,Axelay_select.mid,TRUE,1,6,3
196,BS Zelda (Japan),bszeldadungeonv12.mid,TRUE,1,0,0
197,BS Zelda (Japan),bszeldatitle.mid,TRUE,1,5,2
198,Bahamut Lagoon (Japan),blalexb.mid,TRUE,1,1,1
199,Bahamut Lagoon (Japan),blrebel.mid,TRUE,1,8,4
200,Bahamut Lagoon (Japan),bldesert.mid,TRUE,1,0,0
201,Bahamut Lagoon (Japan),little_nori.mid,TRUE,1,1,1
202,Bahamut Lagoon (Japan),epicedium.mid,TRUE,1,1,1
204,Bahamut Lagoon (Japan),blfriend.mid,TRUE,1,9,3
205,Bahamut Lagoon (Japan),campbell.mid,TRUE,1,0,0
207,Bahamut Lagoon (Japan),blyoyo_dragon.mid,TRUE,0,3,3
208,Bahamut Lagoon (Japan),blyoyo.mid,TRUE,1,6,4
209,Bahamut Lagoon (Japan),dh.mid,TRUE,0,2,2
211,Bassins Black Bass,sbb2-j-02.mid,TRUE,1,0,0
212,Bassins Black Bass,SBB2-01.mid,TRUE,1,1,1
213,Bassins Black Bass,sbb2-j-03.mid,TRUE,1,0,0
214,Bassins Black Bass,sbb2-07.mid,TRUE,1,0,0
215,Bassins Black Bass,sbb2-j-01.mid,TRUE,1,1,1
216,Bassins Black Bass,sbb2-03.mid,TRUE,1,0,0
217,Bassins Black Bass,sbb2-04.mid,TRUE,1,1,1
218,Bassins Black Bass,sbb2-08.mid,TRUE,1,0,0
219,Bassins Black Bass,sbb2-02.mid,TRUE,1,2,2
220,Bassins Black Bass,sbb2-05.mid,TRUE,1,0,0
221,Bassins Black Bass,sbb2-06.mid,TRUE,1,0,0
222,Batman Returns,BatmanReturnsGameOver.mid,TRUE,1,6,4
223,Batman Returns,BatmanReturnsLevel1AmbushOnTheGothamPlaza.mid,TRUE,1,6,4
225,Batman Returns,BatmanReturnsLevel6CircusTrain.mid,TRUE,1,7,5
227,Batman Returns,BatmanReturnsPreludetoLevel2.mid,TRUE,1,7,1
229,Batman Returns,BatmanReturnsPreludetoLevel4.mid,TRUE,1,7,2
230,Batman Returns,BatmanReturnsPreludetoLevel5.mid,TRUE,1,9,3
231,Batman Returns,BatmanReturnsPreludetoLevel6.mid,TRUE,1,6,2
232,Batman Returns,BatmanReturnsPreludetoLevel7.mid,TRUE,1,9,5
233,Batman Returns,BatmanReturnsSceneClear.mid,TRUE,1,6,4
234,Battle Clash,IvanBatt.mid,TRUE,1,0,0
235,Battle Clash,LorcaBatt.mid,TRUE,1,1,1
236,Battle Clash,ValiusBatt.mid,TRUE,1,0,0
237,Battle Soccer 2,Melto_BattleSoccer2.mid,TRUE,0,0,0
238,Battletoads and Double Dragon,BDDStage1GM.mid,TRUE,0,2,2
239,Battletoads and Double Dragon,bt-dd_lvl1_v2.mid,TRUE,0,2,2
240,Battletoads and Double Dragon,battle_toads__double_dragon_-_level_1.mid,TRUE,0,3,2
241,Battletoads and Double Dragon,Tromocide2.mid,TRUE,0,2,2
242,Battletoads and Double Dragon,BDDStage1XGv1_1.mid,TRUE,0,3,2
243,Battletoads and Double Dragon,btddlev2.mid,TRUE,0,7,4
244,Battletoads and Double Dragon,BTDD_-_Level_2.mid,TRUE,0,2,2
245,Battletoads and Double Dragon,btddlev3.mid,TRUE,0,4,4
246,Battletoads and Double Dragon,Level_3_2.mid,TRUE,1,1,1
247,Battletoads and Double Dragon,BTDD-Stage3.mid,TRUE,0,5,3
248,Battletoads and Double Dragon,btddlev4.mid,TRUE,0,4,3
249,Battletoads and Double Dragon,Level_4_2.mid,TRUE,1,0,0
250,Battletoads and Double Dragon,battle_toads__double_dragon_-_level_4.mid,TRUE,0,9,4
251,Battletoads and Double Dragon,Level5.mid,TRUE,1,6,4
252,Battletoads and Double Dragon,BTDD-Level5.mid,TRUE,0,4,3
253,Battletoads and Double Dragon,bttddlev6.mid,TRUE,0,5,3
254,Battletoads and Double Dragon,BTDD-Level6.mid,TRUE,0,3,3
255,Battletoads and Double Dragon,shadow.mid,TRUE,1,5,3
256,Battletoads and Double Dragon,BTDD-Level7.mid,TRUE,0,2,2
257,Battletoads and Double Dragon,Btddlevcomplete.mid,TRUE,0,4,2
258,Battletoads and Double Dragon,BTDD-LevelComplete.mid,TRUE,0,2,2
259,Battletoads and Double Dragon,btdd_nextlevel.mid,TRUE,0,3,2
260,Battletoads and Double Dragon,BTDD-LevelIntro.mid,TRUE,0,2,2
261,Battletoads and Double Dragon,BTDD_Title_Screen.mid,TRUE,1,1,1
262,Battletoads in Battlemaniacs,JDC_BMBonus1-1.mid,TRUE,0,9,4
263,Battletoads in Battlemaniacs,btbm-bonus1.mid,TRUE,0,5,4
264,Battletoads in Battlemaniacs,btbm-bonus2.mid,TRUE,0,3,2
265,Battletoads in Battlemaniacs,btbm-cont.mid,TRUE,0,3,3
266,Battletoads in Battlemaniacs,darkqueen.mid,TRUE,0,3,3
268,Battletoads in Battlemaniacs,btbm-stage2.mid,TRUE,0,2,2
269,Battletoads in Battlemaniacs,btbm-stage5.mid,TRUE,0,2,2
270,Battletoads in Battlemaniacs,btbm-stage6.mid,TRUE,0,4,4
271,Battletoads in Battlemaniacs,bt-pause.mid,TRUE,1,2,1
272,Battletoads in Battlemaniacs,bt-theme.mid,TRUE,1,3,2
273,Battletoads in Battlemaniacs,bt-turbo.mid,TRUE,1,3,2
274,Battletoads in Battlemaniacs,turbotunnel.mid,TRUE,1,3,3
275,Battletoads in Battlemaniacs,btbm-victory.mid,TRUE,0,2,2
276,Beavis And Butthead,beavis_butthead_bg5.mid,TRUE,1,2,2
277,Beavis And Butthead,Beavbutt.mid,TRUE,1,3,2
278,Beavis And Butthead,Title_Screen546.mid,TRUE,0,2,2
279,Benkei Gaiden (Japan),_struggle.mid,TRUE,1,4,3
280,Biker Mice from Mars,biker_mice_from_mars.mid,TRUE,1,3,3
281,Bio Metal (Japan),BioMetal-Boss1.mid,TRUE,1,3,2
282,Bio Metal (Japan),Bio_Metal_Japanese_Ver-Boss2.mid,TRUE,1,4,3
283,Bio Metal (Japan),Bio_Metal_Japanese_Ver-Continue.mid,TRUE,1,3,3
284,Bio Metal (Japan),Bio_Metal_Japanese_Ver-GameOver.mid,TRUE,1,3,2
285,Bio Metal (Japan),G_BioMetal_Intro.mid,TRUE,0,10,4
286,Bio Metal (Japan),Bio_Metal_Japanese_Ver-Introduction_pt1.mid,TRUE,1,5,4
287,Bio Metal (Japan),Bio_Metal_Japanese_Ver-Introduction_pt2.mid,TRUE,1,5,3
288,Bio Metal (Japan),BioMetal-Options.mid,TRUE,1,2,2
289,Bio Metal (Japan),bio_metal_JPN_St1.mid,TRUE,1,1,1
290,Bio Metal (Japan),Bio_Metal-Stage_2.mid,TRUE,1,3,3
291,Bio Metal (Japan),Bio_Metal_Japanese_Ver-Satge4BGM.mid,TRUE,1,3,3
292,Bio Metal (Japan),Bio_Metal-Stage_5.mid,TRUE,1,5,4
293,Bio Metal (Japan),Bio_Metal_Japanese_Ver-Stage7BGM.mid,TRUE,1,3,3
294,Blackthorne,sarlac.mid,TRUE,0,5,4
296,Bonkers,bonkerstage4.mid,TRUE,0,4,3
298,Brainlord,blarcs.mid,TRUE,0,3,3
299,Brainlord,bldroog.mid,TRUE,0,3,3
300,Brainlord,blplatinum.mid,TRUE,0,2,2
301,Brainlord,blsite.mid,TRUE,0,3,3
302,Brainlord,bltower.mid,TRUE,0,1,1
304,Brawl Brothers,rb2-boss.mid,TRUE,0,4,3
305,Brawl Brothers,BrawlSewers.mid,TRUE,1,8,3
306,Brawl Brothers,BrawlLevel2.mid,TRUE,1,11,3
307,BreakThru!,Berlin.mid,TRUE,1,3,2
308,BreakThru!,LVcomplete.mid,TRUE,1,12,4
309,Breath of Fire,bofballa.mid,TRUE,1,3,1
310,Breath of Fire,BoF-_Sad_Melody.mid,TRUE,1,2,1
311,Breath of Fire,AandCForever_%28Ballad%29_V1-1.mid,TRUE,1,2,1
312,Breath of Fire,Sara_Rules%21.mid,TRUE,1,4,1
313,Breath of Fire,Alan.mid,TRUE,1,2,1
314,Breath of Fire,BOFARAD.mid,TRUE,1,2,2
316,Breath of Fire,bofbattle.mid,TRUE,1,7,4
317,Breath of Fire,BoF-_Battle_Theme_A.mid,TRUE,1,1,1
318,Breath of Fire,bofboss.mid,TRUE,1,7,4
319,Breath of Fire,Breath_of_Fire_-_Final_Battle.mid,TRUE,1,8,2
320,Breath of Fire,bof_boss.mid,TRUE,0,7,5
321,Breath of Fire,BoF-_Castle_Theme.mid,TRUE,1,8,3
322,Breath of Fire,bof_cave%281%29.mid,TRUE,1,4,4
323,Breath of Fire,bof1-25.mid,TRUE,1,5,4
324,Breath of Fire,BOFJoin.mid,TRUE,1,8,4
325,Breath of Fire,BOFDROGN.mid,TRUE,1,4,3
330,Breath of Fire,bofovrwrld1.mid,TRUE,1,6,4
331,Breath of Fire,BoF-_OverWorld_Theme_A.mid,TRUE,1,1,1
334,Breath of Fire,BOFPARTY.mid,TRUE,1,4,3
335,Breath of Fire,BL_bof_story.mid,TRUE,1,3,1
337,Breath of Fire,Wolftown.mid,TRUE,1,6,4
339,Breath of Fire,boftunla.mid,TRUE,1,3,2
340,Breath of Fire,Uncertain.mid,TRUE,1,0,0
341,Breath of Fire,bofunder.mid,TRUE,1,3,3
342,Breath of Fire,bofundr2.mid,TRUE,1,5,2
343,Breath of Fire,BoF-_Underworld_Theme.mid,TRUE,1,1,1
344,Breath of Fire,Aqua.mid,TRUE,1,10,3
345,Breath of Fire,Cavejazz.mid,TRUE,1,4,3
348,Breath of Fire 2,bof2batt.mid,TRUE,1,6,3
350,Breath of Fire 2,bof2bat2.mid,TRUE,1,6,4
353,Breath of Fire 2,bof2cut.mid,TRUE,1,7,4
355,Breath of Fire 2,bof2boss.mid,TRUE,1,4,3
358,Breath of Fire 2,bof2cris.mid,TRUE,1,6,4
359,Breath of Fire 2,bof2chur.mid,TRUE,1,0,0
360,Breath of Fire 2,bof2cir2.mid,TRUE,1,7,3
362,Breath of Fire 2,Dream_Land1.mid,TRUE,1,5,4
363,Breath of Fire 2,bof2drem.mid,TRUE,1,7,4
364,Breath of Fire 2,bof2evil.mid,TRUE,1,8,3
366,Breath of Fire 2,bof2evan.mid,TRUE,1,8,5
367,Breath of Fire 2,b2thief.mid,TRUE,1,2,2
368,Breath of Fire 2,bof2find.mid,TRUE,1,3,2
371,Breath of Fire 2,bof2gimm.mid,TRUE,1,5,2
372,Breath of Fire 2,bof2deca.mid,TRUE,1,2,2
373,Breath of Fire 2,Eva.mid,TRUE,1,1,1
375,Breath of Fire 2,bof2god.mid,TRUE,1,0,0
377,Breath of Fire 2,bof2hide.mid,TRUE,1,4,3
379,Breath of Fire 2,bof2memo.mid,TRUE,1,3,2
380,Breath of Fire 2,More_than_words.mid,TRUE,1,1,1
381,Breath of Fire 2,bof2nigm.mid,TRUE,1,7,2
382,Breath of Fire 2,infinity2.mid,TRUE,1,6,5
384,Breath of Fire 2,b2nmls.mid,TRUE,1,6,4
385,Breath of Fire 2,Silence_of_the_Sands.mid,TRUE,0,8,1
388,Breath of Fire 2,bof2twel.mid,TRUE,1,2,2
389,Breath of Fire 2,Bf2_kuji.mid,TRUE,1,6,4
390,Breath of Fire 2,bof2whal.mid,TRUE,1,6,4
391,Breath of Fire 2,TheWonder.mid,TRUE,0,4,2
395,Breath of Fire 2,bof2rang.mid,TRUE,1,7,4
396,Breath of Fire 2,BOF2WhatIsIt.mid,TRUE,1,6,4
399,Breath of Fire 2,BreathOfFire2WhiteWings.mid,TRUE,0,6,3
400,Breath of Fire 2,bof2windia_v1-1.mid,TRUE,1,10,4
402,Breath of Fire 2,b2field2.mid,TRUE,0,7,4
403,Breath of Fire 2,bof2map.mid,TRUE,1,8,4
404,Breath of Fire 2,b2field3.mid,TRUE,0,8,4
405,Breath of Fire 2,bof2live.mid,TRUE,1,3,1
406,Brutal  Paws of Fury,BrutalScene1.mid,TRUE,0,2,2
407,Brutal  Paws of Fury,BrutalScene2.mid,TRUE,0,2,2
408,Brutal  Paws of Fury,BrutalScene3.mid,TRUE,0,2,2
409,Brutal  Paws of Fury,BrutalTitle.mid,TRUE,0,2,2
410,Bubsy the Bobcat,bubw11.mid,TRUE,1,7,3
411,Bubsy the Bobcat,bubcont.mid,TRUE,1,3,2
412,Bubsy the Bobcat,bubw5th.mid,TRUE,1,7,3
413,Bubsy the Bobcat,bubfarew.mid,TRUE,1,5,2
414,Bubsy the Bobcat,bubgameo.mid,TRUE,1,5,4
415,Bubsy the Bobcat,bubinv.mid,TRUE,1,9,3
416,Bubsy the Bobcat,bubshad.mid,TRUE,1,3,2
417,Bubsy the Bobcat,bubtitle.mid,TRUE,1,6,3
418,Bubsy the Bobcat,BUBSLREM.mid,TRUE,1,5,2
419,Bubsy the Bobcat,bubh2osl.mid,TRUE,1,4,4
420,Bubsy the Bobcat,bubwin.mid,TRUE,1,4,2
421,Bubsy the Bobcat,bubw1bs.mid,TRUE,1,3,2
422,Bust-a-Move,PBobble.mid,TRUE,1,3,3
423,Bust-a-Move,PuzzleBobbleTheme.mid,TRUE,1,0,0
424,Bust-a-Move,bust_vs.mid,TRUE,1,1,1
425,Captain America and the Avengers,capt_1.mid,TRUE,0,4,3
426,Captain America and the Avengers,capt_2.mid,TRUE,0,4,3
427,Captain America and the Avengers,capt_3.mid,TRUE,0,4,3
428,Captain America and the Avengers,capt_4.mid,TRUE,0,3,3
429,Captain Tsubasa III (Japan),T_Tsubasa3Snes8.mid,TRUE,1,2,2
430,Captain Tsubasa III (Japan),T_TsubasaIII_TaroHyugaTheme_ReMix12.mid,TRUE,1,4,3
431,Captain Tsubasa III (Japan),T_Tsubasa3Snes7.mid,TRUE,1,4,3
432,Carrier Aces,carrieraces.mid,TRUE,0,3,3
435,Castlevania Dracula X,Dxrb-st1.mid,TRUE,1,9,5
436,Castlevania Dracula X,DX-_Richter%27s_Theme.mid,TRUE,1,10,3
437,Castlevania Dracula X,CDX-Level_1.mid,TRUE,1,9,5
438,Castlevania Dracula X,cv5stg1.mid,TRUE,1,3,2
439,Castlevania Dracula X,castlevania_v_dracula_x_-_stage_1_bloodlines.mid,TRUE,0,8,5
440,Castlevania Dracula X,Castlevania_-_Dracula_X_-_Theme_of_Richter.mid,TRUE,0,6,3
441,Castlevania Dracula X,CVDX_-_Bloodlines.mid,TRUE,1,10,3
442,Castlevania Dracula X,cv5stg3.mid,TRUE,1,1,1
443,Castlevania Dracula X,bloody_tears.mid,TRUE,1,3,2
445,Castlevania Dracula X,CVDX_-_Bloody_Tears_v1_1.mid,TRUE,1,7,4
447,Castlevania Dracula X,DX-_Dancing_in_Phantasmic_Hell.mid,TRUE,1,12,4
449,Castlevania Dracula X,cv5stg7c.mid,TRUE,1,3,3
450,Castlevania Dracula X,SNES_CVDX_End.mid,TRUE,1,4,1
453,Castlevania Dracula X,Dance_of_Illusions_-_Street_Fighter_II.mid,TRUE,0,2,2
454,Castlevania Dracula X,dracXmap.mid,TRUE,1,0,0
455,Castlevania Dracula X,dracXintro.mid,TRUE,1,16,4
457,Castlevania Dracula X,cv5stg5b.mid,TRUE,1,4,2
459,Castlevania Dracula X,cv5stg5.mid,TRUE,1,6,4
460,Castlevania Dracula X,CDXSlash.mid,TRUE,0,6,3
461,Castlevania Dracula X,Symbolofdarkness2.mid,TRUE,1,6,4
462,Castlevania Dracula X,DracX-VampireKiller.mid,TRUE,0,8,4
464,Castlevania Dracula X,CastleVania_DraculaX_StageII.mid,TRUE,0,7,4
466,Castlevania Dracula X,CVDX_-_Vampire_Killer.mid,TRUE,1,10,4
467,Castlevania  Dracula X,CVDX_-_Beginning.mid,TRUE,1,10,3
469,Chrono Trigger,01_Premonition.mid,TRUE,0,6,3
470,Chrono Trigger,CC-Pre.mid,TRUE,1,4,3
471,Chrono Trigger,cttitle.mid,TRUE,1,6,5
472,Chrono Trigger,CT_Opening_Title.mid,TRUE,1,9,4
473,Chrono Trigger,ctrigger.mid,TRUE,1,11,4
474,Chrono Trigger,reptites.mid,TRUE,1,4,3
475,Chrono Trigger,CT_-_A_Strange_Happening.mid,TRUE,1,9,4
476,Chrono Trigger,EpochsEnd.mid,TRUE,1,7,4
479,Chrono Trigger,CTDome.mid,TRUE,1,3,3
481,Chrono Trigger,ctsad.mid,TRUE,1,3,3
482,Chrono Trigger,ct_encounter.mid,TRUE,1,0,0
483,Chrono Trigger,chronomix.mid,TRUE,1,7,4
484,Chrono Trigger,ctayla.mid,TRUE,1,4,3
485,Chrono Trigger,cavegirl_song.mid,TRUE,1,10,4
486,Chrono Trigger,Ayla.mid,TRUE,1,4,3
487,Chrono Trigger,ayla1.mid,TRUE,1,1,1
488,Chrono Trigger,Ayla_Theme.mid,TRUE,0,6,4
489,Chrono Trigger,ctbattle.mid,TRUE,1,3,3
490,Chrono Trigger,ChronoTriggerNormalBattle.mid,TRUE,1,4,3
491,Chrono Trigger,ctbattl2.mid,TRUE,1,3,3
493,Chrono Trigger,CTBattle-2.mid,TRUE,1,6,3
494,Chrono Trigger,ChronoTrigger-Battle1.mid,TRUE,0,3,2
495,Chrono Trigger,Battle_Theme1.mid,TRUE,0,3,2
496,Chrono Trigger,CT_-_Battle.mid,TRUE,1,6,4
498,Chrono Trigger,Chrono_XG_Battle_Methodical.mid,TRUE,1,1,1
499,Chrono Trigger,ctbatssmix.mid,TRUE,1,4,2
500,Chrono Trigger,CTdemobattle.mid,TRUE,1,9,4
503,Chrono Trigger,CT_-_Battle_2.mid,TRUE,1,7,4
504,Chrono Trigger,ctbike.mid,TRUE,1,2,2
505,Chrono Trigger,ctbikerace.mid,TRUE,1,0,0
506,Chrono Trigger,Race_Against_Johnny.mid,TRUE,1,2,2
